City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
467,Ossora,RU,2020-10-04 02:00:20,59.24,163.07,48.04,50,21,3.15,few clouds,0.0,0.0
468,Kindia,GN,2020-10-04 02:00:20,10.06,-12.87,68.52,100,100,1.7,overcast clouds,0.0,0.0
469,Arti,RU,2020-10-04 02:00:21,56.42,58.53,34.65,86,32,7.34,scattered clouds,0.0,0.0
470,Bathsheba,BB,2020-10-04 02:00:21,13.22,-59.52,82.4,74,40,16.11,scattered clouds,0.0,0.0
471,Gejiu,CN,2020-10-04 02:00:21,23.31,103.16,64.45,95,61,4.05,broken clouds,0.0,0.0
472,Caravelas,BR,2020-10-04 02:00:22,-17.71,-39.25,73.92,84,3,6.89,clear sky,0.0,0.0
473,Sal Rei,CV,2020-10-04 02:00:23,16.18,-22.92,77.0,69,75,14.99,broken clouds,0.0,0.0
474,San Patricio,MX,2020-10-04 02:00:23,19.22,-104.7,86.0,74,5,5.82,clear sky,0.0,0.0
475,Iwanai,JP,2020-10-04 02:00:24,42.97,140.51,66.33,53,100,3.67,overcast clouds,0.0,0.0
476,Urumqi,CN,2020-10-04 01:56:04,43.8,87.6,51.8,34,67,4.47,broken clouds,0.0,0.0
477,Atambua,ID,2020-10-04 02:00:25,-9.11,124.89,86.83,40,46,1.36,scattered clouds,0.0,0.0
478,Diffa,NE,2020-10-04 02:00:25,13.32,12.61,84.25,51,87,6.91,overcast clouds,0.0,0.0
479,Karratha,AU,2020-10-04 02:00:26,-20.74,116.85,72.48,21,15,24.14,few clouds,0.0,0.0
480,Fare,PF,2020-10-04 02:00:28,-16.7,-151.02,79.14,72,0,15.75,clear sky,0.0,0.0
481,Dandong,CN,2020-10-04 02:00:28,40.13,124.39,48.36,76,98,6.8,overcast clouds,0.0,0.0
482,Monroe,US,2020-10-04 01:57:21,43.15,-77.68,50.0,61,90,4.7,overcast clouds,0.0,0.0
483,Sazonovo,RU,2020-10-04 02:00:29,59.09,35.23,49.48,87,100,7.05,overcast clouds,0.0,0.0
484,Indi,IN,2020-10-04 02:00:30,17.17,75.97,76.41,80,100,10.13,light rain,0.15,0.15
485,San Jose,US,2020-10-04 02:00:05,37.34,-121.89,84.2,32,75,11.41,smoke,0.0,0.0
486,Luang Prabang,LA,2020-10-04 02:00:30,19.89,102.13,77.0,94,90,0.69,mist,0.0,0.0
487,Ilebo,CD,2020-10-04 02:00:30,-4.32,20.58,71.96,94,100,6.33,light rain,0.76,0.76
488,Muravlenko,RU,2020-10-04 02:00:31,63.79,74.52,30.74,94,100,24.34,overcast clouds,0.0,0.0
489,Suluq,LY,2020-10-04 02:00:31,31.67,20.25,79.59,32,0,14.58,clear sky,0.0,0.0
490,Kosh-Agach,RU,2020-10-04 02:00:32,50.0,88.67,34.66,72,0,1.48,clear sky,0.0,0.0
491,Bonwapitse,BW,2020-10-04 02:00:32,-23.08,26.7,68.32,68,7,13.51,clear sky,0.0,0.0
492,Fontem,CM,2020-10-04 02:00:33,5.47,9.88,66.87,97,100,0.34,moderate rain,1.19,1.19
493,Kyzyl-Suu,KG,2020-10-04 02:00:34,42.34,78.0,46.9,53,69,3.13,broken clouds,0.0,0.0
494,Hornepayne,CA,2020-10-04 02:00:34,49.21,-84.77,29.89,93,41,1.68,scattered clouds,0.0,0.0
495,Soma,TR,2020-10-04 02:00:35,39.19,27.61,57.2,71,0,2.24,clear sky,0.0,0.0
496,Tautira,PF,2020-10-04 02:00:36,-17.73,-149.15,86.0,58,20,5.82,few clouds,0.0,0.0
497,Santa Isabel Do Rio Negro,BR,2020-10-04 02:00:37,-0.41,-65.02,77.9,78,41,2.44,scattered clouds,0.0,0.0
498,Mazara Del Vallo,IT,2020-10-04 01:57:29,37.66,12.59,71.6,60,63,8.05,broken clouds,0.0,0.0
499,Arrifes,PT,2020-10-04 02:00:38,37.77,-25.7,68.0,88,75,8.05,broken clouds,0.0,0.0
500,Homer,US,2020-10-04 02:00:38,59.64,-151.55,53.6,71,75,5.82,broken clouds,0.0,0.0
501,Winchester,GB,2020-10-04 01:59:18,51.07,-1.32,48.99,93,100,11.41,moderate rain,1.65,1.65
502,Arman,RU,2020-10-04 02:00:40,59.7,150.17,49.15,63,85,2.46,overcast clouds,0.0,0.0
503,Flin Flon,CA,2020-10-04 02:00:42,54.77,-101.86,38.95,76,99,6.26,overcast clouds,0.0,0.0
504,Broken Hill,AU,2020-10-04 02:00:42,-31.95,141.43,91.4,16,0,21.92,clear sky,0.0,0.0
505,De Aar,ZA,2020-10-04 02:00:44,-30.65,24.01,49.62,71,0,5.82,clear sky,0.0,0.0
506,Iqaluit,CA,2020-10-04 02:00:45,63.75,-68.51,32.0,95,90,4.7,overcast clouds,0.0,0.0
507,Redmond,US,2020-10-04 01:57:56,47.67,-122.12,61.0,91,0,3.13,clear sky,0.0,0.0
508,Paveh,IR,2020-10-04 02:00:46,35.04,46.36,60.3,37,0,8.19,clear sky,0.0,0.0
509,Polunochnoye,RU,2020-10-04 02:00:46,60.87,60.42,29.16,96,0,3.76,clear sky,0.0,0.0
510,Bonthe,SL,2020-10-04 02:00:38,7.53,-12.51,77.14,88,100,5.93,moderate rain,1.19,1.19
511,Kharp,RU,2020-10-04 02:00:47,66.8,65.81,31.51,94,29,8.66,scattered clouds,0.0,0.0
512,Baykit,RU,2020-10-04 02:00:47,61.67,96.37,40.12,89,100,5.86,light rain,0.14,0.14
513,Sao Jose Da Coroa Grande,BR,2020-10-04 02:00:48,-8.9,-35.15,74.93,82,91,7.49,overcast clouds,0.0,0.0
514,Iskateley,RU,2020-10-04 02:00:48,67.68,53.15,32.49,94,97,7.9,overcast clouds,0.0,0.0
515,Cherdyn,RU,2020-10-04 02:00:49,60.4,56.48,29.19,96,0,4.9,clear sky,0.0,0.0
516,Hurricane,US,2020-10-04 02:00:50,37.18,-113.29,91.4,6,1,4.81,clear sky,0.0,0.0
517,Pringsewu,ID,2020-10-04 02:00:50,-5.36,104.97,83.19,73,96,5.19,overcast clouds,0.0,0.0
518,Newport,GB,2020-10-04 01:56:56,51.59,-3.0,52.0,94,100,4.0,light rain,0.12,0.12
519,Chillicothe,US,2020-10-04 02:00:51,39.33,-82.98,50.0,87,75,3.36,broken clouds,0.0,0.0
520,Namatanai,PG,2020-10-04 02:00:52,-3.67,152.43,83.89,74,76,11.74,light rain,0.81,0.81
521,Bugiri,UG,2020-10-04 02:00:53,0.57,33.74,64.72,89,79,2.33,broken clouds,0.0,0.0
522,Halifax,CA,2020-10-04 02:00:54,44.65,-63.57,52.0,89,0,1.01,clear sky,0.0,0.0
523,Richards Bay,ZA,2020-10-04 02:00:54,-28.78,32.04,67.37,93,100,9.53,light rain,0.68,0.68
524,Atasu,KZ,2020-10-04 02:00:56,48.68,71.64,45.27,73,34,2.08,scattered clouds,0.0,0.0
525,Port Moresby,PG,2020-10-04 02:00:57,-9.44,147.18,86.0,74,75,8.05,haze,0.0,0.0
526,Port Hedland,AU,2020-10-04 02:00:57,-20.32,118.57,73.4,15,61,21.92,broken clouds,0.0,0.0
527,Strezhevoy,RU,2020-10-04 02:00:58,60.73,77.59,32.0,96,75,8.95,light shower snow,0.0,0.0
528,Port Macquarie,AU,2020-10-04 02:00:59,-31.43,152.92,82.99,34,0,1.99,clear sky,0.0,0.0
529,Manaure,CO,2020-10-04 02:01:00,11.78,-72.44,82.36,76,89,5.41,overcast clouds,0.0,0.0
530,Saint-Imier,CH,2020-10-04 02:01:00,47.15,7.0,50.0,87,75,17.22,light rain,0.44,0.44
531,Bundaberg,AU,2020-10-04 02:01:01,-24.85,152.35,78.01,47,20,17.22,few clouds,0.0,0.0
532,Turayf,SA,2020-10-04 02:01:02,31.67,38.66,66.2,77,0,6.93,clear sky,0.0,0.0
533,Clarence Town,AU,2020-10-04 02:01:02,-32.58,151.78,84.99,37,11,8.05,few clouds,0.0,0.0
